ID,Label,Farm,DOC,Type,Month,Year,Date,Conductivity (µs),Ammonium (NH4) ,NH4-N (mg/L),Nitrate (NO3),NO3-N (mg/L), Nitrite (NO2),NO2-N (mg/L), Phosphate (mg/L),Sodium (mg/L) ,Chloride (mg/L),Calcium (mg/L),DOC (mg/L),TOC (mg/L),TC (F),TC (UF),IC (F),IC (UF),TN (F),TN (UF),Particle size (µm),Absorbance (254 nm)
736,utg filter,Karlskoga,07/27/2025,Outlet ,July ,2025,Jul-25,153.0000,1.7400,1.3572,1.4200,0.4260,n.a.,0.0000,n.a.,-6.9800,7.6000,12.8200,5.8210,3.6900,25.1200,24.0200,19.3000,20.3300,2.6550,2.5850,0.3714,0.0416
740,A1,Karlskoga,08/02/2025,Tank,August,2025,Aug-25,138.0000,0.8800,0.6864,2.0400,0.6120,n.a.,0.0000,n.a.,-6.4600,7.6200,11.2200,4.3550,1.8520,20.7300,19.3500,16.3800,17.5000,1.7730,1.6670,117.0813,0.0298
741,kvtj,Karlskoga,08/02/2025,Inlet,August,2025,Aug-25,131.0000,n.a.,0.0000,0.4800,0.1440,n.a.,0.0000,n.a.,-7.5000,7.9200,9.2400,2.5860,0.1268,18.8900,17.4400,16.3100,17.3200,0.0731,0.1235,8.2374,0.0234
742,utg filter,Karlskoga,08/02/2025,Outlet ,August,2025,Aug-25,245.0000,1.6200,1.2636,2.1300,0.6390,0.5700,0.0000,n.a.,9.0000,36.3900,12.4800,5.2540,3.1100,25.8800,25.9200,20.6300,22.8100,2.6350,2.5570,-0.3787,0.0448
746,A1,Karlskoga,08/10/2025,Tank,August,2025,Aug-25,136.0000,0.8400,0.6552,1.6200,0.4860,n.a.,0.0000,n.a.,-6.3000,7.4400,12.3400,4.8750,2.5810,22.8300,21.4900,17.9500,18.9100,1.7030,1.6210,0.0084,0.0323
747,kvtj,Karlskoga,08/10/2025,Inlet,August,2025,Aug-25,130.0000,n.a.,0.0000,0.4800,0.1440,n.a.,0.0000,n.a.,-7.2400,7.8000,9.2600,1.8090,0.1107,18.1200,18.6800,16.3100,18.5700,0.0502,0.1217,0.6860,0.0200
748,utg filter,Karlskoga,08/10/2025,Outlet ,August,2025,Aug-25,157.0000,1.6400,1.2792,2.2800,0.6840,0.5800,0.0000,n.a.,-5.0200,9.2200,11.0400,5.6430,3.7950,22.7100,22.9600,17.0700,19.1600,2.8130,2.7150,0.6940,0.0399
752,A1,Karlskoga,08/23/2025,Tank,August,2025,Aug-25,125.0000,0.3600,0.2808,1.2200,0.3660,n.a.,0.0000,n.a.,-6.1000,7.7200,8.5800,3.5530,1.7600,17.3900,17.0400,13.8400,15.2800,0.9098,0.8871,0.2522,0.0268
753,kvtj,Karlskoga,08/23/2025,Inlet,August,2025,Aug-25,135.0000,n.a.,0.0000,0.4200,0.1260,n.a.,0.0000,n.a.,-7.2000,6.6400,10.3800,2.4510,0.4024,19.2000,19.1600,16.7500,18.7600,0.0000,0.0000,9.0752,0.0201
754,utg filter,Karlskoga,08/23/2025,Outlet ,August,2025,Aug-25,176.0000,1.5200,1.1856,2.0800,0.6240,0.3800,0.0000,n.a.,-5.5600,8.5600,16.9400,5.9450,3.2460,28.8400,27.1600,22.8900,23.9100,2.5580,2.4130,0.4471,0.0349
758,A1,Karlskoga,08/30/2025,Tank,August,2025,Aug-25,145.0000,1.0200,0.7956,2.0600,0.6180,n.a.,0.0000,n.a.,-6.0200,7.7800,12.9600,4.1670,2.3490,21.0700,20.8100,16.9100,18.4600,1.7680,1.7020,1.7741,0.0303
759,kvtj,Karlskoga,08/30/2025,Inlet,August,2025,Aug-25,109.0000,n.a.,0.0000,0.4600,0.1380,n.a.,0.0000,n.a.,-6.3600,7.3600,6.9600,2.4470,0.5237,15.7400,16.3200,13.2900,15.7900,0.0000,0.0668,129.7689,0.0191
760,utg filter,Karlskoga,08/30/2025,Outlet ,August,2025,Aug-25,171.0000,2.2200,1.7316,2.2200,0.6660,0.4000,0.0000,n.a.,-5.6000,8.9400,15.4800,6.6480,4.8440,28.9200,28.7100,22.2700,23.8700,0.3715,0.3515,0.5756,0.0415
764,A1,Karlskoga,09/12/2025,Tank,September ,2025,Sep-25,3600.0000,n.a.,0.0000,n.a.,0.0000,n.a.,0.0000,n.a.,630.3600,1124.6400,15.4800,7.8320,5.7790,27.5300,29.3000,19.7000,23.5200,0.1587,0.1522,5.0918,0.0194
765,kvtj,Karlskoga,09/12/2025,Inlet,September ,2025,Sep-25,114.0000,n.a.,0.0000,0.5800,0.1740,n.a.,0.0000,n.a.,-7.3800,7.9800,7.2600,2.2310,1.2320,15.7000,18.1000,13.4600,16.8700,0.9945,0.6515,0.8776,0.0246
766,utg filter,Karlskoga,09/12/2025,Outlet ,September ,2025,Sep-25,187.0000,0.5400,0.4212,1.7200,0.5160,0.3400,0.0000,n.a.,5.9400,29.6200,10.0400,3.1990,2.1730,17.8400,18.6800,14.6400,16.5100,0.1171,0.1160,-0.0765,0.0282
767,Referens,Karlskoga,09/12/2025,Unknown,September ,2025,Sep-25,138.0000,n.a.,0.0000,2.2200,0.6660,n.a.,0.0000,n.a.,-5.6400,11.8400,7.6600,3.3590,1.2380,19.5700,20.3500,16.2100,19.1100,0.9514,0.8827,1.1500,0.0225
773,A1,Karlskoga,9/22/25,Tank ,September ,2025,Sep-25,121.0000,0.2000,0.1560,1.0200,0.3060,n.a.,0.0000,n.a.,-8.4800,5.6600,12.0600,2.7630,1.4070,21.1800,20.2900,18.4200,18.8900,0.5669,0.5164,35.2845,0.0165
774,kvtj,Karlskoga,9/22/25,Inlet ,September ,2025,Sep-25,126.0000,n.a.,0.0000,0.5200,0.1560,n.a.,0.0000,n.a.,-6.6800,6.7200,12.2600,3.3280,1.6080,22.9600,21.3400,19.6300,19.7300,0.0000,0.0987,30.3180,0.0231
775,utg. Filter,Karlskoga,9/22/25,Outlet,September ,2025,Sep-25,169.0000,1.7000,1.3260,1.9400,0.5820,0.4800,0.0000,0.3800,-5.2800,8.6200,16.3600,6.1100,5.3700,32.6800,30.5000,26.5700,25.1300,2.6420,2.5230,0.8724,0.0324
779,A1,Karlskoga,10/2/25,Tank ,October,2025,Oct-25,84.0000,0.5800,0.4524,0.8500,0.2550,n.a.,0.0000,n.a.,-3.5300,3.8200,9.7200,3.0060,1.4580,17.2900,14.4900,14.2800,13.0400,0.9068,0.8438,0.5204,0.0395
780,kvtj,Karlskoga,10/2/25,Inlet ,October,2025,Oct-25,122.0000,n.a.,0.0000,0.5400,0.1620,n.a.,0.0000,n.a.,-6.4400,7.0200,10.8200,2.4200,1.4420,20.9700,20.5300,18.5500,19.0800,0.0820,0.0000,258.3684,0.0317
781,utg. Filter,Karlskoga,10/2/25,Outlet ,October,2025,Oct-25,184.0000,2.0600,1.6068,2.5600,0.7680,0.3800,0.0000,0.4200,-5.0600,8.8000,17.5000,4.7120,4.6650,32.3700,28.6200,27.6600,23.9500,3.1010,2.9630,0.3729,0.0201
785,A1,Karlskoga,10/15/25,Tank ,October,2025,Oct-25,106.0000,0.7200,0.5616,1.1800,0.3540,0.2400,0.0000,n.a.,-9.2000,5.1000,10.6000,2.4980,2.5440,18.8600,18.9500,16.3600,16.4100,1.0870,1.1170,2.9213,0.0184
786,kvtj,Karlskoga,10/15/25,Inlet ,October,2025,Oct-25,99.0000,n.a.,0.0000,0.3100,0.0930,n.a.,0.0000,n.a.,-1.8000,4.7800,10.3500,1.4060,1.3530,17.3400,17.1700,15.9300,15.8200,0.0000,0.0000,0.6969,0.0177
787,utg. Filter,Karlskoga,10/15/25,Outlet ,October,2025,Oct-25,152.0000,1.1000,0.8580,2.4600,0.7380,n.a.,0.0000,n.a.,-5.0000,8.8200,12.3400,3.0220,2.6960,24.3300,23.1000,21.3100,20.4100,1.8510,1.3960,0.5036,0.0296
791,A1,Karlskoga,10/27/25,Tank ,October,2025,Oct-25,142.0000,0.9400,0.7332,1.9600,0.5880,n.a.,0.0000,n.a.,-6.1400,7.6400,14.2000,3.1800,2.7250,24.8700,23.3700,21.6900,20.6500,1.6080,1.5050,0.7097,0.0289
792,kvtj,Karlskoga,10/27/25,Inlet ,October,2025,Oct-25,117.0000,n.a.,0.0000,0.6400,0.1920,n.a.,0.0000,n.a.,-6.5600,7.1600,9.5200,2.0520,1.7000,19.1900,19.2200,17.1400,17.5200,0.0000,0.1487,0.8246,0.0298
793,utg. Filter,Karlskoga,10/27/25,Outlet ,October,2025,Oct-25,738.0000,n.a.,0.0000,3.3600,1.0080,n.a.,0.0000,n.a.,118.3200,216.7200,12.4000,3.7680,4.3080,23.1800,23.1700,19.4100,18.8600,1.5840,1.6230,1.2137,0.0235
797,A1,Karlskoga,11/15/25,Tank ,November,2025,Nov-25,83.0000,0.3600,0.2808,0.6800,0.2040,n.a.,0.0000,n.a.,-3.8200,3.1500,9.8100,2.0530,1.9730,15.4400,16.0800,13.3800,14.1100,0.5204,0.5505,90.4368,0.0209
798,kvtj,Karlskoga,11/15/25,Inlet ,November,2025,Nov-25,45.0000,n.a.,0.0000,0.2600,0.0780,n.a.,0.0000,n.a.,-4.7300,2.2700,5.4400,1.9170,1.9630,9.8800,11.6100,7.9630,9.6510,0.0000,0.0000,251.0751,0.0158
799,utg. Filter,Karlskoga,11/15/25,Outlet ,November,2025,Nov-25,101.0000,0.2600,0.2028,1.0200,0.3060,n.a.,0.0000,n.a.,-8.7400,5.3000,9.9400,2.9930,3.2230,18.7900,20.4400,15.8000,17.2100,0.5556,0.6238,1.8383,0.0234
803,A1,Karlskoga,12/11/25,Tank ,December ,2025,Dec-25,126.0000,0.4000,0.3120,1.4400,0.4320,0.2400,0.0000,0.2400,-8.1000,5.9800,13.4000,3.0600,3.0720,23.1700,20.5100,20.1100,17.4400,0.8456,0.9135,22.4066,0.0239
804,kvtj,Karlskoga,12/11/25,Inlet ,December ,2025,Dec-25,101.0000,n.a.,0.0000,0.6200,0.1860,n.a.,0.0000,n.a.,-8.5800,5.2600,10.4600,2.3610,1.5730,19.1200,18.6600,16.7600,17.0900,0.0516,0.0000,1.0995,0.0072
805,utg. Filter,Karlskoga,12/11/25,Outlet ,December ,2025,Dec-25,179.0000,0.3400,0.2652,1.7000,0.5100,n.a.,0.0000,n.a.,9.8200,26.9600,9.1200,3.4430,4.6800,20.2700,24.0000,16.8300,19.3200,0.8517,1.1070,-1.0332,0.0279
809,A1,Karlskoga,12/26/25,Tank ,December ,2025,Dec-25,135.0000,0.6600,0.5148,1.5800,0.4740,0.2400,0.0000,0.3600,-8.6000,5.4400,15.0200,2.3150,2.1630,23.6000,21.2000,21.2900,19.0300,1.0500,0.9988,0.0018,0.0213
810,kvtj,Karlskoga,12/26/25,Inlet ,December ,2025,Dec-25,79.0000,0.0400,0.0312,0.3600,0.1080,n.a.,0.0000,n.a.,-3.5700,3.2200,8.9700,0.4534,1.3030,13.6100,16.1100,13.1600,14.8100,0.0346,0.0000,184.9590,0.0140
811,utg. Filter,Karlskoga,12/26/25,Outlet ,December ,2025,Dec-25,138.0000,0.4000,0.3120,1.7600,0.5280,0.2200,0.0000,n.a.,-5.6800,8.0600,11.4400,2.9450,2.8550,23.3800,23.6900,20.4400,20.8300,0.8591,0.8948,26.0039,0.0216
818,A1,Karlskoga,1/8/26,Tank ,January ,2026,Jan-26,94.0000,0.2600,0.2028,0.7700,0.2310,0.1100,0.0000,0.1300,-0.4500,7.1500,9.3900,2.3860,2.1830,16.0200,17.0000,13.6300,14.8100,0.4783,0.5078,1.4469,0.0157
819,kvtj,Karlskoga,1/8/26,Inlet ,January ,2026,Jan-26,112.0000,n.a.,0.0000,0.8000,0.2400,n.a.,0.0000,n.a.,-6.4600,7.1400,8.3400,1.9230,0.7293,18.2500,18.7500,16.3200,18.0200,0.1598,0.0546,1.8693,0.0119
820,utg. Filter,Karlskoga,1/8/26,Outlet ,January ,2026,Jan-26,130.0000,0.3200,0.2496,1.6400,0.4920,0.2200,0.0000,n.a.,-4.7400,9.3000,8.7200,2.6080,1.3380,19.8900,18.4000,17.2800,17.0600,0.7417,0.6957,3.4053,0.0149
821,start röding,Karlskoga,1/8/26,Outside tank,January ,2026,Jan-26,104.0000,n.a.,0.0000,1.1400,0.3420,n.a.,0.0000,n.a.,-8.2400,6.3000,8.2200,1.3110,0.5558,17.3600,19.7800,16.0500,19.2200,0.2329,0.2214,1.3225,0.0047
822,pumped ground vtn,Karlskoga,1/8/26,Inlet,January ,2026,Jan-26,132.0000,n.a.,0.0000,1.5000,0.4500,n.a.,0.0000,n.a.,-5.8800,8.7200,9.3200,0.2223,-0.2895,19.4500,20.5200,19.2300,20.8100,0.2472,0.2403,16.0556,0.0035
823,Reg Rommen,Karlskoga,1/8/26,Egg room,January ,2026,Jan-26,625.0000,n.a.,0.0000,0.9800,0.2940,n.a.,0.0000,n.a.,68.1800,149.7300,10.9200,2.9690,2.0690,22.3400,20.2600,19.3700,18.1900,0.5121,0.4921,3.0089,0.0148
829,A1,Karlskoga,1/15/26,Tank ,January ,2026,Jan-26,146.0000,0.3200,0.2496,1.7000,0.5100,n.a.,0.0000,n.a.,-0.6400,14.3400,9.6600,1.9730,1.6760,19.4700,17.9900,17.5000,16.3200,0.8009,0.8125,0.6911,0.0187
830,kvtj,Karlskoga,1/15/26,Inlet ,January ,2026,Jan-26,120.0000,n.a.,0.0000,0.8200,0.2460,n.a.,0.0000,n.a.,-6.5600,7.1200,10.2400,1.2150,1.1330,19.1400,19.5800,17.9300,18.4500,0.1855,0.1833,2.2949,0.0123
831,utg. Vtn,Karlskoga,1/15/26,Outlet,January ,2026,Jan-26,149.0000,0.4000,0.3120,1.7200,0.5160,0.2200,0.0000,n.a.,-4.1800,9.8000,12.3600,2.2760,2.3620,24.1200,22.9600,21.8400,20.6000,0.9581,0.8512,162.2834,0.0235
832,start röding,Karlskoga,1/15/26,Outside tank,January ,2026,Jan-26,92.0000,n.a.,0.0000,0.9800,0.2940,n.a.,0.0000,n.a.,-1.6100,5.7700,7.5100,2.4170,0.0989,16.5500,14.5900,14.1300,14.5000,0.2273,0.1174,1.5642,0.0043
833,pumped ground vtn,Karlskoga,1/15/26,Inlet,January ,2026,Jan-26,64.0000,n.a.,0.0000,0.4000,0.1200,n.a.,0.0000,n.a.,-4.3600,2.8500,7.1300,2.5210,-0.0813,13.8400,13.0700,11.3200,13.1500,0.0000,0.0000,3.7434,0.0031
838,Trag,Sundsvall,9/18/25,Tank ,September ,2025,Sep-25,34.0000,0.0200,0.0156,0.2300,0.0690,n.a.,0.0000,n.a.,-6.2000,1.1100,4.7200,6.4940,4.5900,11.7300,9.5130,5.2380,4.9220,0.0000,0.0381,7.0419,0.0947
839,Inkommande,Sundsvall,9/18/25,Inlet ,September ,2025,Sep-25,53.0000,n.a.,0.0000,0.3700,0.1110,n.a.,0.0000,n.a.,-5.3300,1.8300,7.8000,8.8860,6.4100,17.0900,14.2700,8.2000,7.8590,0.1229,0.0933,0.9002,0.1373
842,Trag,Sundsvall,9/23/25,Tank ,September ,2025,Sep-25,35.0000,n.a.,0.0000,0.2200,0.0660,n.a.,0.0000,n.a.,-6.1300,1.1900,5.3400,7.4420,4.8230,13.1100,10.3100,5.6720,5.4870,0.1201,0.1078,2.5213,0.1083
843,Inkommande,Sundsvall,9/23/25,Inlet ,September ,2025,Sep-25,54.0000,n.a.,0.0000,0.3600,0.1080,n.a.,0.0000,n.a.,-5.3600,1.8200,8.1700,7.9690,6.2780,16.4900,14.6500,8.5210,8.3720,0.1146,0.1394,3.0086,0.1424
846,Trag,Sundsvall,9/30/25,Tank ,September ,2025,Sep-25,22.0000,0.0500,0.0390,0.1700,0.0510,n.a.,0.0000,n.a.,-6.5500,0.8200,3.4600,5.8030,2.2000,9.6950,4.2100,3.8920,2.0100,0.0000,0.0000,1.2576,0.0812
847,Inkommande,Sundsvall,9/30/25,Inlet ,September ,2025,Sep-25,50.0000,n.a.,0.0000,0.2900,0.0870,n.a.,0.0000,n.a.,-5.7100,1.4900,7.6500,8.1720,6.3650,16.1300,13.9700,7.9610,7.6070,0.0916,0.0449,2.1560,0.1362
850,Trag,Sundsvall,10/7/25,Tank ,October,2025,Oct-25,29.0000,0.0200,0.0156,0.2200,0.0660,n.a.,0.0000,n.a.,-6.2600,1.0300,4.2900,5.3110,4.4760,10.1200,9.3670,4.8060,4.8910,0.0000,0.0000,1.2324,0.0760
851,Inkommande,Sundsvall,10/7/25,Inlet ,October,2025,Oct-25,55.0000,n.a.,0.0000,0.3600,0.1080,n.a.,0.0000,n.a.,-5.3600,1.8400,7.8700,8.8940,7.7260,17.1600,15.5100,8.2680,7.7840,0.2180,0.1932,0.0386,0.1372
854,Trag,Sundsvall,10/14/25,Tank ,October,2025,Oct-25,39.0000,0.0500,0.0390,0.2500,0.0750,n.a.,0.0000,n.a.,-6.1100,1.2400,5.3900,7.7950,4.9570,13.4900,10.9900,5.6930,6.0320,0.7871,0.0000,4.1950,0.1077
855,Inkommande,Sundsvall,10/14/25,Inlet ,October,2025,Oct-25,58.0000,n.a.,0.0000,0.3500,0.1050,n.a.,0.0000,n.a.,-5.3600,1.7500,8.2000,8.1770,7.2080,16.0700,15.8900,7.8880,8.6830,0.1500,0.1301,1.8643,0.1457
858,Trag,Sundsvall,10/21/25,Tank ,October,2025,Oct-25,36.0000,0.0600,0.0468,0.2500,0.0750,n.a.,0.0000,n.a.,-6.1800,1.1400,4.9000,6.9820,5.8510,11.9600,11.0300,4.9780,5.1830,0.1775,0.1280,9.2966,0.1099
859,Inkommande,Sundsvall,10/21/25,Inlet ,October,2025,Oct-25,58.0000,n.a.,0.0000,0.3500,0.1050,n.a.,0.0000,n.a.,-5.5000,1.6700,8.2200,8.1860,7.0830,16.0900,15.9300,7.9020,8.8490,0.1102,0.0978,18.1743,0.1528
862,Trag,Sundsvall,11/3/25,Tank ,November ,2025,Nov-25,42.0000,0.0700,0.0546,0.2900,0.0870,n.a.,0.0000,n.a.,-5.9400,1.3700,6.2800,6.2780,6.5550,12.5700,13.0800,6.2970,6.5220,0.1408,0.0832,7.7527,0.1349
863,Inkommande,Sundsvall,11/3/25,Inlet ,November ,2025,Nov-25,35.0000,0.0100,0.0078,0.2600,0.0780,n.a.,0.0000,n.a.,-6.1100,1.1700,5.1000,87.7400,5.0130,93.1900,10.4200,5.4500,5.4110,0.5549,0.0000,1.4387,0.1093
866,Trag,Sundsvall,11/13/25,Tank ,November ,2025,Nov-25,49.0000,0.0300,0.0234,0.3600,0.1080,0.1100,0.0253,n.a.,-5.7900,1.4700,7.4100,8.4750,7.2880,15.8300,14.7600,7.3600,7.4770,0.1782,0.1188,1.0425,0.1664
867,Inkommande,Sundsvall,11/13/25,Inlet ,November ,2025,Nov-25,19.0000,n.a.,0.0000,0.1800,0.0540,0.1100,0.0253,n.a.,-6.5900,0.7500,2.9400,4.6230,3.6510,7.8870,6.8710,3.2630,3.2200,0.0000,0.0000,7.1860,0.0800
870,Trag,Sundsvall,11/18/25,Tank ,November ,2025,Nov-25,42.0000,0.0100,0.0078,0.3000,0.0900,n.a.,0.0000,n.a.,-6.0500,1.2500,6.4100,7.0150,6.0800,13.2900,12.6200,6.2730,6.5410,0.0707,0.0452,11.3109,0.1354
871,Inkommande,Sundsvall,11/18/25,Inlet ,November ,2025,Nov-25,51.0000,n.a.,0.0000,0.3600,0.1080,0.1100,0.0253,n.a.,-5.7400,1.5000,6.6700,7.4310,6.9430,14.0500,13.7400,6.6220,6.8000,0.1264,0.0833,3.4598,0.1500
874,Trag,Sundsvall,11/24/25,Tank ,November ,2025,Nov-25,86.0000,0.1000,0.0780,1.1400,0.3420,0.2200,0.0506,-----,-5.2600,9.3400,6.6000,27.8800,29.3400,34.5600,37.1000,6.6860,7.7560,2.3440,2.8540,n.a.,n.a.
875,Inkommande,Sundsvall,11/24/25,Inlet ,November ,2025,Nov-25,34.0000,n.a.,0.0000,0.2300,0.0690,n.a.,0.0000,n.a.,-6.3000,1.0100,5.0500,6.3800,5.2830,11.5900,10.4500,5.2070,5.1700,0.0333,0.0000,3.6659,0.1207
878,Trag,Sundsvall,12/1/25,Tank ,December ,2025,Dec-25,66.0000,0.4000,0.3120,0.6200,0.1860,-----,0.0000,-----,-10.8800,3.4400,8.0400,20.8200,16.5580,29.1200,24.5400,8.3100,7.9800,1.3172,1.3386,n.a.,n.a.
879,Inkommande,Sundsvall,12/1/25,Inlet ,December ,2025,Dec-25,62.0000,0.1200,0.0936,0.6400,0.1920,-----,0.0000,-----,-11.2600,3.1400,8.1200,19.6300,12.6740,27.8600,19.1800,8.2320,6.5060,0.9640,0.6966,n.a.,n.a.
882,C-damm,Umea,9/18/25,Tank ,September ,2025,Sep-25,35.0000,n.a.,0.0000,0.1400,0.0420,n.a.,0.0000,n.a.,-5.6400,1.3000,4.0900,8.7330,8.7220,13.4300,13.1300,4.6970,4.4080,0.1161,0.0943,0.6611,0.1901
883,Luftare/Intag,Umea,9/18/25,Inlet ,September ,2025,Sep-25,35.0000,n.a.,0.0000,0.1300,0.0390,n.a.,0.0000,n.a.,-5.6700,1.3000,4.0000,9.1310,8.2690,13.4400,12.6100,4.3130,4.3460,0.1373,0.0000,0.4733,0.1900
886,C-damm,Umea,9/25/25,Tank ,September ,2025,Sep-25,33.0000,n.a.,0.0000,0.1700,0.0510,0.1100,0.0253,n.a.,-5.6900,1.2000,3.9800,9.5930,9.7630,13.8700,13.9800,4.2750,4.2140,0.1200,0.0578,2.7021,0.2186
887,Luftare/Intag,Umea,9/25/25,Inlet ,September ,2025,Sep-25,33.0000,n.a.,0.0000,0.1100,0.0330,n.a.,0.0000,n.a.,-5.6900,1.1900,3.8000,9.9590,9.3520,14.2200,13.4700,4.2590,4.1180,0.1108,0.0827,1.6588,0.2137
890,C-damm,Umea,10/2/25,Tank ,October ,2025,Oct-25,33.0000,n.a.,0.0000,0.1100,0.0330,n.a.,0.0000,n.a.,-5.7300,1.1700,3.7800,9.0050,8.5720,13.3300,12.9400,4.3210,4.3640,0.0000,0.0000,0.5213,0.1827
891,Luftare/Intag,Umea,10/2/25,Inlet ,October ,2025,Oct-25,33.0000,n.a.,0.0000,0.1100,0.0330,n.a.,0.0000,n.a.,-5.7200,1.1700,3.9100,8.8970,8.3280,13.3800,12.7600,4.4830,4.4310,0.0355,0.0000,0.8908,0.1795
894,C-damm,Umea,10/10/25,Tank ,October ,2025,Oct-25,33.0000,n.a.,0.0000,0.1800,0.0540,n.a.,0.0000,n.a.,-5.6400,1.2400,3.7800,9.6130,9.4870,13.8800,13.4800,4.2690,3.9900,0.0980,0.0439,0.9787,0.2088
895,Luftare/Intag,Umea,10/10/25,Inlet ,October ,2025,Oct-25,32.0000,n.a.,0.0000,0.1600,0.0480,n.a.,0.0000,n.a.,-5.6300,1.2400,3.8100,10.0600,9.6830,14.1300,13.8000,4.0780,4.1200,0.1140,0.0934,2.8076,0.2100
898,C-damm,Umea,10/16/25,Tank ,October ,2025,Oct-25,33.0000,n.a.,0.0000,0.1600,0.0480,n.a.,0.0000,n.a.,-5.7000,1.2000,3.8900,9.4970,8.1560,13.8900,12.4800,4.3930,4.3260,0.1175,0.0000,0.7749,0.1806
899,Luftare/Intag,Umea,10/16/25,Inlet ,October ,2025,Oct-25,33.0000,n.a.,0.0000,0.1300,0.0390,0.1100,0.0253,n.a.,-5.7000,1.2100,3.9000,9.2200,8.3730,13.5600,12.7800,4.3440,4.4040,0.0420,0.0000,0.0905,0.1790
902,C-damm,Umea,10/23/25,Tank ,October ,2025,Oct-25,33.0000,n.a.,0.0000,0.1900,0.0570,n.a.,0.0000,n.a.,-5.6800,1.2600,4.0500,8.0230,7.2080,12.5900,11.9000,4.5680,4.6930,0.0542,0.0512,0.7740,0.1505
903,Luftare/Intag,Umea,10/23/25,Inlet ,October ,2025,Oct-25,33.0000,n.a.,0.0000,0.1400,0.0420,n.a.,0.0000,n.a.,-5.7100,1.2300,4.0700,7.7640,7.1520,12.4400,11.7500,4.6760,4.5940,0.0478,0.0000,0.7733,0.1490
906,C-damm,Umea,11/7/25,Tank ,November ,2025,Nov-25,31.0000,n.a.,0.0000,0.1700,0.0510,n.a.,0.0000,n.a.,-5.7200,1.1400,3.7100,10.5900,9.5020,14.4500,13.3300,3.8630,3.8250,0.1288,0.0892,8.4008,0.2185
907,Luftare/Intag,Umea,11/7/25,Inlet ,November ,2025,Nov-25,31.0000,n.a.,0.0000,0.1700,0.0510,n.a.,0.0000,n.a.,-5.6900,1.1500,3.8000,10.3600,9.4670,14.2600,13.2200,3.9000,3.7550,0.0403,0.0885,5.4177,0.2145
910,C-damm,Umea,11/13/25,Tank ,November ,2025,Nov-25,33.0000,n.a.,0.0000,0.1000,0.0300,0.1100,0.0253,n.a.,-5.7300,1.1000,3.6700,9.7070,9.8290,13.5900,13.5600,3.8800,3.7300,0.0388,0.0296,1.7068,0.2104
911,Luftare/Intag,Umea,11/13/25,Inlet ,November ,2025,Nov-25,34.0000,n.a.,0.0000,0.1300,0.0390,n.a.,0.0000,n.a.,-5.7100,1.1100,3.6300,10.3000,9.5580,13.9900,13.2300,3.6870,3.6750,0.0996,0.0352,0.5763,0.2089
914,C-damm,Umea,11/20/25,Tank ,November ,2025,Nov-25,33.0000,n.a.,0.0000,0.1700,0.0510,n.a.,0.0000,n.a.,-5.8100,1.0500,3.5000,10.2400,8.7080,14.1000,12.5700,3.8570,3.8580,0.0952,0.0000,0.5729,0.1049
915,Luftare/Intag,Umea,11/20/25,Inlet ,November ,2025,Nov-25,32.0000,n.a.,0.0000,0.1400,0.0420,n.a.,0.0000,n.a.,-5.6300,1.1400,3.8400,10.8800,8.8250,15.0500,12.9900,4.1680,4.1680,0.0866,0.1114,2.9359,0.1886
918,C-damm,Umea,11/28/25,Tank ,November ,2025,Nov-25,35.0000,n.a.,0.0000,0.1900,0.0570,n.a.,0.0000,n.a.,-5.6100,1.2800,4.1900,9.6980,5.3820,14.3800,8.6810,4.6850,3.2990,0.0000,0.0000,1.4245,0.1661
919,Luftare/Intag,Umea,11/28/25,Inlet ,November ,2025,Nov-25,34.0000,n.a.,0.0000,0.2100,0.0630,n.a.,0.0000,n.a.,-5.6100,1.2800,4.1800,9.2390,7.2710,13.9800,11.9700,4.7390,4.6970,0.0329,0.0000,9.2783,0.1272
922,C-damm,Umea,12/5/25,Tank ,December ,2025,Dec-25,33.0000,n.a.,0.0000,0.2100,0.0630,n.a.,0.0000,n.a.,-5.6500,1.3200,4.2100,7.9620,5.8990,12.7800,10.6600,4.8140,4.7650,0.0418,0.0000,1.0084,0.1229
923,Luftare/Intag,Umea,12/5/25,Inlet ,December ,2025,Dec-25,34.0000,n.a.,0.0000,0.2200,0.0660,n.a.,0.0000,n.a.,-5.6700,1.3100,4.1800,7.9520,5.7550,12.7700,10.5200,4.8140,4.7670,0.0000,0.0000,115.2865,0.1426
926,C-damm,Umea,12/11/25,Tank ,December ,2025,Dec-25,32.0000,n.a.,0.0000,0.2600,0.0780,n.a.,0.0000,n.a.,-5.6300,1.3200,4.2000,7.7440,5.7880,12.6100,10.7300,4.8650,4.9390,0.0373,0.0536,0.8309,0.1058
927,Luftare/Intag,Umea,12/11/25,Inlet ,December ,2025,Dec-25,29.0000,n.a.,0.0000,0.1800,0.0540,n.a.,0.0000,n.a.,-5.8700,1.1700,3.5200,7.3900,5.0420,11.6100,9.1470,4.2160,4.1050,0.0000,0.0000,113.9093,0.0952
930,C-damm,Umea,12/19/25,Tank ,December ,2025,Dec-25,33.0000,n.a.,0.0000,0.2800,0.0840,n.a.,0.0000,n.a.,-5.5900,1.3400,4.1300,7.9800,6.8890,12.7200,11.6100,4.7430,4.7170,0.0437,0.0000,1.6321,0.0985
